order_id,delivery_partner_id,promised_time,actual_time,delivery_time_minutes,distance_km,delivery_status,reasons_if_delayed
1991135167,17609,12/19/2023 20:30,12/19/2023 20:31,1,1.43,On Time,Traffic
7765110772,66182,6/1/2024 22:10,6/1/2024 22:07,-3,3.16,On Time,
3520718052,91411,7/7/2023 23:52,7/7/2023 23:52,0,3.85,On Time,
5388573375,45401,3/7/2024 13:01,3/7/2024 13:01,0,4.54,On Time,
8977771682,45258,4/29/2023 18:30,4/29/2023 18:27,-3,3.31,On Time,
3596900942,46019,11/3/2023 9:55,11/3/2023 10:08,13,2.24,Slightly Delayed,Traffic
155295996,5364,6/29/2024 3:16,6/29/2024 3:20,4,2.14,On Time,Traffic
1945536198,34218,5/3/2023 15:08,5/3/2023 15:12,4,2.21,On Time,Traffic
2550246555,36017,4/6/2023 14:39,4/6/2023 14:47,8,2.42,Slightly Delayed,Traffic
4287631655,18788,11/15/2023 4:35,11/15/2023 4:56,21,0.53,Significantly Delayed,Traffic
2033683703,62688,1/24/2024 17:49,1/24/2024 18:05,16,0.78,Significantly Delayed,Traffic
9453583714,39114,9/1/2023 4:29,9/1/2023 4:26,-3,2.23,On Time,
852886125,85502,7/14/2023 2:18,7/14/2023 2:14,-4,3.55,On Time,
5705899665,75481,5/27/2024 19:31,5/27/2024 19:30,-1,4.91,On Time,
5706043483,86219,7/17/2024 19:10,7/17/2024 19:14,4,4.04,On Time,Traffic
5190422833,17583,3/27/2023 11:43,3/27/2023 11:42,-1,4.34,On Time,
7178188501,70846,4/18/2024 13:46,4/18/2024 13:45,-1,3.33,On Time,
2864819888,42803,4/19/2024 19:49,4/19/2024 19:53,4,3.51,On Time,Traffic
7107216633,30190,6/27/2024 5:20,6/27/2024 5:26,6,1.41,Slightly Delayed,Traffic
1685382357,76806,5/4/2023 18:54,5/4/2023 19:10,16,1.64,Significantly Delayed,Traffic
7562902958,74174,6/8/2023 22:44,6/8/2023 22:45,1,3.27,On Time,Traffic
2819953077,76823,11/22/2023 8:49,11/22/2023 9:01,12,4.25,Slightly Delayed,Traffic
8453462258,98449,2/10/2024 11:57,2/10/2024 11:53,-4,0.83,On Time,
4605056279,33098,5/4/2024 16:43,5/4/2024 16:46,3,3.2,On Time,Traffic
5998035939,25912,2/22/2024 1:33,2/22/2024 1:31,-2,3.32,On Time,
2311501690,81872,3/26/2024 5:08,3/26/2024 5:06,-2,4.33,On Time,
356495722,57795,6/2/2024 0:34,6/2/2024 0:34,0,4.52,On Time,
2695448838,56011,6/11/2023 0:08,6/11/2023 0:15,7,1.36,Slightly Delayed,Traffic
6986791144,75461,9/8/2023 14:34,9/8/2023 14:46,12,4.04,Slightly Delayed,Traffic
8619571588,12944,1/17/2024 5:42,1/17/2024 5:39,-3,2.34,On Time,
4088553674,65634,8/25/2023 10:31,8/25/2023 10:58,27,4.81,Significantly Delayed,Traffic
8177907004,92178,1/8/2024 21:31,1/8/2024 21:56,25,3.11,Significantly Delayed,Traffic
8533749006,95607,10/30/2024 16:51,10/30/2024 16:59,8,4.51,Slightly Delayed,Traffic
8694014791,73862,8/6/2023 5:54,8/6/2023 6:02,8,1.27,Slightly Delayed,Traffic
6311012195,20432,7/27/2023 15:11,7/27/2023 15:09,-2,3.44,On Time,
1312767771,97744,9/17/2024 6:17,9/17/2024 6:22,5,1.58,On Time,Traffic
214919848,66328,1/6/2024 8:00,1/6/2024 8:05,5,2.87,On Time,Traffic
5521682945,20204,7/24/2024 7:41,7/24/2024 7:49,8,4.67,Slightly Delayed,Traffic
5305770811,76080,10/31/2024 7:27,10/31/2024 7:33,6,1.74,Slightly Delayed,Traffic
5842420654,60389,5/6/2024 12:16,5/6/2024 12:22,6,2.08,Slightly Delayed,Traffic
4566893863,40507,10/28/2023 9:45,10/28/2023 9:44,-1,3.38,On Time,
1523729855,84566,9/3/2024 5:03,9/3/2024 5:02,-1,4.46,On Time,
2899786983,14386,10/24/2023 12:20,10/24/2023 12:21,1,4.79,On Time,Traffic
9202528884,33556,5/27/2024 14:06,5/27/2024 14:36,30,4.54,Significantly Delayed,Traffic
4338327693,98866,5/19/2024 2:36,5/19/2024 2:49,13,4.94,Slightly Delayed,Traffic
6295686357,81081,1/10/2024 8:05,1/10/2024 8:04,-1,4.41,On Time,
6396194687,43588,1/20/2024 20:57,1/20/2024 21:01,4,3.68,On Time,Traffic
5662786245,39082,4/21/2023 0:37,4/21/2023 0:38,1,3.05,On Time,Traffic
4868150114,52501,1/8/2024 3:37,1/8/2024 3:54,17,3.86,Significantly Delayed,Traffic
502764834,88857,8/2/2024 18:13,8/2/2024 18:18,5,3.37,On Time,Traffic
5056125341,39430,5/23/2023 2:11,5/23/2023 2:22,11,0.77,Slightly Delayed,Traffic
6388618916,62559,1/26/2024 22:11,1/26/2024 22:12,1,4.19,On Time,Traffic
3508668494,92900,1/25/2024 1:14,1/25/2024 1:14,0,2.62,On Time,
5289436093,77152,4/18/2024 13:35,4/18/2024 14:01,26,3.44,Significantly Delayed,Traffic
7596333614,24475,3/30/2023 5:36,3/30/2023 5:39,3,4.44,On Time,Traffic
6284076508,39939,7/19/2024 22:50,7/19/2024 22:51,1,3.07,On Time,Traffic
340050407,68329,10/15/2024 13:32,10/15/2024 13:29,-3,4.06,On Time,
5927472701,95432,1/12/2024 17:06,1/12/2024 17:04,-2,2.81,On Time,
9216536492,83077,10/4/2024 3:52,10/4/2024 3:53,1,2.87,On Time,Traffic
3742662928,75517,6/3/2023 7:03,6/3/2023 7:00,-3,2.81,On Time,
4797768073,88543,7/6/2023 3:49,7/6/2023 4:07,18,3.18,Significantly Delayed,Traffic
6767935470,44553,4/17/2024 1:42,4/17/2024 1:43,1,4.68,On Time,Traffic
1963703928,70919,7/6/2024 0:30,7/6/2024 0:27,-3,1.88,On Time,
552470423,27605,2/27/2024 2:45,2/27/2024 2:41,-4,3.92,On Time,
739434870,55365,9/5/2023 23:22,9/5/2023 23:27,5,1.83,On Time,Traffic
7930373606,54606,8/9/2023 22:26,8/9/2023 22:31,5,4.4,On Time,Traffic
5374978054,63238,7/8/2024 14:13,7/8/2024 14:17,4,3.18,On Time,Traffic
4361797433,59493,8/5/2023 7:36,8/5/2023 7:39,3,0.64,On Time,Traffic
2002067527,71608,11/6/2023 23:18,11/6/2023 23:20,2,3.85,On Time,Traffic
4228110436,24964,7/23/2023 19:32,7/23/2023 20:02,30,3.94,Significantly Delayed,Traffic
1251118825,17178,5/4/2023 0:23,5/4/2023 0:36,13,1.52,Slightly Delayed,Traffic
7165265639,71534,8/20/2023 19:14,8/20/2023 19:09,-5,4.19,On Time,
1255323701,78929,3/6/2024 12:08,3/6/2024 12:06,-2,3.42,On Time,
807934194,59454,1/13/2024 1:58,1/13/2024 2:00,2,4.99,On Time,Traffic
7968718292,56005,10/30/2023 20:16,10/30/2023 20:17,1,4.24,On Time,Traffic
2620531979,23093,2/24/2024 12:53,2/24/2024 13:02,9,1.54,Slightly Delayed,Traffic
6943430459,75360,10/5/2024 17:32,10/5/2024 17:34,2,3.14,On Time,Traffic
5607355353,2135,6/23/2023 9:45,6/23/2023 10:06,21,3.49,Significantly Delayed,Traffic
6696352636,98726,6/18/2023 15:23,6/18/2023 15:53,30,2.78,Significantly Delayed,Traffic
9325920156,98397,10/12/2024 10:46,10/12/2024 10:56,10,3,Slightly Delayed,Traffic
2286477025,85060,6/2/2023 22:16,6/2/2023 22:20,4,3.01,On Time,Traffic
6704773223,34344,7/22/2024 9:59,7/22/2024 10:21,22,4.68,Significantly Delayed,Traffic
1435353007,64672,1/19/2024 9:23,1/19/2024 9:24,1,3.36,On Time,Traffic
8080970647,70168,11/25/2023 17:55,11/25/2023 18:00,5,1.56,On Time,Traffic
5881633926,40430,4/21/2023 19:00,4/21/2023 19:03,3,3.38,On Time,Traffic
4435459085,66771,8/19/2023 14:58,8/19/2023 14:58,0,1.72,On Time,
6172529406,29606,5/21/2024 2:22,5/21/2024 2:51,29,4.24,Significantly Delayed,Traffic
9127879048,82835,8/27/2024 7:27,8/27/2024 7:29,2,4.96,On Time,Traffic
3806545110,52602,8/17/2024 12:06,8/17/2024 12:07,1,0.92,On Time,Traffic
6919395718,23311,2/16/2024 21:46,2/16/2024 21:42,-4,2.54,On Time,
5277462976,95207,10/19/2024 15:56,10/19/2024 15:57,1,3.75,On Time,Traffic
3606274277,83884,8/8/2023 10:57,8/8/2023 10:53,-4,3.95,On Time,
2065203676,34566,1/15/2024 9:47,1/15/2024 9:52,5,3.91,On Time,Traffic
4042066387,33983,1/3/2024 4:15,1/3/2024 4:23,8,4.43,Slightly Delayed,Traffic
3604982656,87446,9/19/2024 17:23,9/19/2024 17:31,8,3.17,Slightly Delayed,Traffic
1149676745,84700,10/20/2023 20:29,10/20/2023 20:29,0,1.02,On Time,
3895011687,81696,3/23/2024 19:56,3/23/2024 20:01,5,4.37,On Time,Traffic
772505056,3187,7/13/2023 1:20,7/13/2023 1:17,-3,3.9,On Time,
5574765914,8665,10/25/2024 23:45,10/25/2024 23:42,-3,0.72,On Time,
8812616740,66152,6/26/2023 21:25,6/26/2023 21:29,4,2.53,On Time,Traffic
1486655525,69381,4/21/2024 13:27,4/21/2024 13:29,2,3.44,On Time,Traffic
8423025639,63484,6/6/2024 13:25,6/6/2024 13:39,14,2.22,Slightly Delayed,Traffic
9020705185,92943,12/29/2023 19:30,12/29/2023 19:31,1,4.57,On Time,Traffic
7719808698,28450,8/18/2023 11:48,8/18/2023 11:50,2,3.05,On Time,Traffic
3414036630,37389,4/5/2024 3:13,4/5/2024 3:09,-4,3.73,On Time,
4157869967,51334,5/5/2023 14:32,5/5/2023 14:34,2,2.57,On Time,Traffic
4873887251,769,9/20/2023 0:58,9/20/2023 1:01,3,2.77,On Time,Traffic
8031946454,89696,8/29/2023 21:07,8/29/2023 21:06,-1,2.72,On Time,
8168056170,85462,8/28/2023 5:02,8/28/2023 5:16,14,0.57,Slightly Delayed,Traffic
3108512811,30893,2/10/2024 8:35,2/10/2024 8:37,2,2.16,On Time,Traffic
1680591951,96631,3/11/2024 21:19,3/11/2024 21:16,-3,4.57,On Time,
559245731,20247,9/8/2024 16:06,9/8/2024 16:11,5,2.33,On Time,Traffic
8655600303,71557,4/27/2024 17:51,4/27/2024 17:48,-3,1.6,On Time,
8247327365,11031,9/25/2024 11:28,9/25/2024 11:42,14,3.86,Slightly Delayed,Traffic
9153347285,3684,6/22/2023 3:11,6/22/2023 3:11,0,2.46,On Time,
1977533409,4601,12/18/2023 12:21,12/18/2023 12:18,-3,1.34,On Time,
2433646621,67633,11/3/2024 11:19,11/3/2024 11:28,9,1.03,Slightly Delayed,Traffic
22830983,39491,6/4/2023 21:26,6/4/2023 21:44,18,1.59,Significantly Delayed,Traffic
1143763031,61900,8/9/2024 21:58,8/9/2024 21:59,1,1.67,On Time,Traffic
8524056436,33639,9/6/2023 13:57,9/6/2023 13:54,-3,3.93,On Time,
4262338791,37767,10/17/2024 7:57,10/17/2024 7:57,0,1.32,On Time,
187728451,36559,11/27/2023 21:16,11/27/2023 21:15,-1,3.79,On Time,
6754346312,88168,6/19/2023 12:49,6/19/2023 12:48,-1,2.23,On Time,
5790622967,37995,2/27/2024 0:35,2/27/2024 0:34,-1,4.92,On Time,
4305348838,11295,3/3/2024 20:45,3/3/2024 21:10,25,1.16,Significantly Delayed,Traffic
2902411553,73699,11/1/2023 2:39,11/1/2023 2:36,-3,1.16,On Time,
3691199770,72299,5/13/2024 5:37,5/13/2024 5:40,3,4.77,On Time,Traffic
775709102,73558,8/26/2023 3:14,8/26/2023 3:13,-1,1,On Time,
5262508570,196,7/6/2024 11:25,7/6/2024 11:25,0,3.11,On Time,
192109127,98838,9/16/2024 8:39,9/16/2024 8:49,10,2.64,Slightly Delayed,Traffic
1108215973,3643,12/17/2023 9:46,12/17/2023 9:52,6,0.96,Slightly Delayed,Traffic
1719134546,3235,7/10/2024 13:29,7/10/2024 13:31,2,1.4,On Time,Traffic
5280263316,81900,6/28/2024 12:47,6/28/2024 13:15,28,1.87,Significantly Delayed,Traffic
9448306266,70480,4/16/2024 4:59,4/16/2024 4:54,-5,0.55,On Time,
8023626961,50594,9/26/2023 1:50,9/26/2023 1:59,9,1.49,Slightly Delayed,Traffic
1118405605,72673,6/26/2023 11:37,6/26/2023 11:46,9,0.56,Slightly Delayed,Traffic
8226034341,39659,11/25/2023 2:55,11/25/2023 2:58,3,4.97,On Time,Traffic
6976835753,67913,2/22/2024 14:06,2/22/2024 14:03,-3,0.59,On Time,
9171564499,39820,12/4/2023 0:12,12/4/2023 0:20,8,2.2,Slightly Delayed,Traffic
5393607402,32010,12/17/2023 20:15,12/17/2023 20:11,-4,3.76,On Time,
5670040592,57209,5/25/2024 5:59,5/25/2024 6:01,2,3.5,On Time,Traffic
6736891890,72028,10/21/2024 9:46,10/21/2024 9:58,12,3.45,Slightly Delayed,Traffic
1223255075,4873,8/18/2023 0:18,8/18/2023 0:19,1,3.99,On Time,Traffic
8158413630,56303,8/30/2024 16:59,8/30/2024 16:57,-2,4.08,On Time,
7867573412,62986,9/14/2023 2:09,9/14/2023 2:29,20,2.24,Significantly Delayed,Traffic
1624690598,41423,3/23/2024 4:10,3/23/2024 4:06,-4,1.09,On Time,
8968945932,53832,9/7/2024 7:16,9/7/2024 7:42,26,1.18,Significantly Delayed,Traffic
1645212433,77571,8/7/2024 4:41,8/7/2024 5:08,27,4.25,Significantly Delayed,Traffic
9187046038,84082,6/13/2023 14:54,6/13/2023 14:58,4,1.42,On Time,Traffic
9305357757,84853,5/12/2023 22:25,5/12/2023 22:22,-3,1.02,On Time,
8312320295,27452,6/29/2024 22:36,6/29/2024 22:36,0,2.96,On Time,
3256941332,18290,11/22/2023 9:00,11/22/2023 8:56,-4,1.42,On Time,
8980502814,67937,10/15/2024 19:47,10/15/2024 19:47,0,4.79,On Time,
9270396838,46248,7/6/2023 8:58,7/6/2023 8:57,-1,1.87,On Time,
2892588628,59145,4/19/2024 18:52,4/19/2024 18:59,7,4.94,Slightly Delayed,Traffic
8774158800,69717,12/12/2023 8:42,12/12/2023 8:56,14,2.44,Slightly Delayed,Traffic
2056131802,36835,9/2/2023 5:12,9/2/2023 5:32,20,4.41,Significantly Delayed,Traffic
3528007192,53884,7/11/2023 10:10,7/11/2023 10:12,2,0.97,On Time,Traffic
2845333894,52847,4/28/2024 13:32,4/28/2024 13:43,11,2.58,Slightly Delayed,Traffic
6602340187,94455,3/11/2024 12:23,3/11/2024 12:44,21,4.65,Significantly Delayed,Traffic
721004875,61840,10/9/2023 5:13,10/9/2023 5:09,-4,2.71,On Time,
7435895360,89661,9/4/2024 0:53,9/4/2024 0:58,5,2.26,On Time,Traffic
4217659083,94726,1/18/2024 19:48,1/18/2024 20:01,13,0.56,Slightly Delayed,Traffic
9710865146,9882,5/11/2023 5:49,5/11/2023 5:54,5,0.69,On Time,Traffic
5375295409,21882,10/5/2024 6:17,10/5/2024 6:19,2,0.61,On Time,Traffic
6286044248,56074,5/5/2023 22:37,5/5/2023 22:34,-3,3.31,On Time,
1708282193,34773,1/25/2024 10:19,1/25/2024 10:22,3,3.62,On Time,Traffic
5746303677,24730,6/8/2024 13:48,6/8/2024 13:47,-1,3.82,On Time,
3271726381,5783,3/15/2024 0:52,3/15/2024 1:11,19,1.76,Significantly Delayed,Traffic
9802569856,93443,4/7/2024 9:25,4/7/2024 9:22,-3,4.31,On Time,
662460037,2466,10/11/2024 1:08,10/11/2024 1:19,11,4.74,Slightly Delayed,Traffic
8664447334,49008,3/8/2024 4:49,3/8/2024 5:18,29,4.11,Significantly Delayed,Traffic
3886370975,38359,5/8/2024 19:49,5/8/2024 19:53,4,3.43,On Time,Traffic
3547006553,31328,5/29/2024 22:21,5/29/2024 22:40,19,4.41,Significantly Delayed,Traffic
2575965518,33262,10/25/2024 23:41,10/25/2024 23:36,-5,1.24,On Time,
1529363954,55211,3/27/2024 0:35,3/27/2024 0:38,3,0.78,On Time,Traffic
8463856241,18824,4/10/2023 21:20,4/10/2023 21:27,7,4.41,Slightly Delayed,Traffic
2485242479,76138,4/11/2023 6:35,4/11/2023 6:34,-1,3.71,On Time,
9850673433,19635,5/6/2023 5:56,5/6/2023 6:03,7,1.39,Slightly Delayed,Traffic
2558680592,91792,5/31/2023 22:36,5/31/2023 22:36,0,1.77,On Time,
2859167116,34127,10/15/2024 17:55,10/15/2024 18:10,15,0.66,Slightly Delayed,Traffic
1222236371,94531,8/15/2024 0:13,8/15/2024 0:24,11,4.79,Slightly Delayed,Traffic
344177904,86602,8/18/2023 0:49,8/18/2023 0:58,9,2.27,Slightly Delayed,Traffic
6126334783,33084,7/3/2024 8:44,7/3/2024 8:49,5,2.26,On Time,Traffic
3742575364,22416,5/8/2023 17:43,5/8/2023 17:45,2,3.47,On Time,Traffic
9272166174,31701,7/27/2023 6:36,7/27/2023 6:38,2,1.13,On Time,Traffic
9416522701,14560,1/22/2024 3:22,1/22/2024 3:22,0,2.82,On Time,
7305871805,57764,9/11/2024 14:39,9/11/2024 14:38,-1,0.87,On Time,
80296810,15362,6/5/2024 3:52,6/5/2024 3:51,-1,2.47,On Time,
2806868282,5821,9/26/2024 15:30,9/26/2024 15:27,-3,3.65,On Time,
707033578,33360,1/30/2024 0:48,1/30/2024 0:49,1,3.54,On Time,Traffic
9026783092,51457,10/9/2023 16:44,10/9/2023 16:59,15,4.1,Slightly Delayed,Traffic
6229466619,63864,6/5/2023 7:30,6/5/2023 7:38,8,1.71,Slightly Delayed,Traffic
408720270,2311,6/26/2024 22:22,6/26/2024 22:38,16,1.09,Significantly Delayed,Traffic
8870165072,53009,11/3/2023 10:20,11/3/2023 10:25,5,0.8,On Time,Traffic
1979319490,28727,1/14/2024 1:37,1/14/2024 1:41,4,1.06,On Time,Traffic
840761323,88697,3/9/2024 6:30,3/9/2024 6:34,4,3.99,On Time,Traffic
744721438,47635,2/25/2024 13:03,2/25/2024 13:15,12,4.3,Slightly Delayed,Traffic
7421707488,29051,11/3/2023 23:02,11/3/2023 22:58,-4,1.44,On Time,
1212718824,72361,1/1/2024 10:13,1/1/2024 10:08,-5,4.18,On Time,
9603256001,5981,5/8/2023 16:06,5/8/2023 16:18,12,2.98,Slightly Delayed,Traffic
5626888972,53381,4/13/2024 17:26,4/13/2024 17:29,3,2.32,On Time,Traffic
2300753276,88145,12/7/2023 4:30,12/7/2023 4:39,9,1.49,Slightly Delayed,Traffic
869629562,80715,5/5/2023 21:38,5/5/2023 21:35,-3,4.42,On Time,
3429137520,82673,3/16/2024 19:42,3/16/2024 19:39,-3,1.67,On Time,
9957927297,17981,6/7/2023 5:30,6/7/2023 5:32,2,0.97,On Time,Traffic
202466684,51649,8/8/2023 6:16,8/8/2023 6:11,-5,1.48,On Time,
8465721207,56612,6/21/2024 9:15,6/21/2024 9:10,-5,2.05,On Time,
6194827199,674,12/20/2023 19:11,12/20/2023 19:07,-4,0.62,On Time,
3942174431,9886,2/17/2024 5:12,2/17/2024 5:22,10,3.08,Slightly Delayed,Traffic
3189863462,54721,6/17/2024 13:44,6/17/2024 13:41,-3,2.7,On Time,
5923573134,74712,2/17/2024 20:16,2/17/2024 20:21,5,2.43,On Time,Traffic
6659747528,93772,9/28/2024 18:45,9/28/2024 18:45,0,2.52,On Time,
6037541687,39815,12/10/2023 22:43,12/10/2023 22:45,2,2.23,On Time,Traffic
2585438297,93144,8/20/2023 13:11,8/20/2023 13:16,5,3.99,On Time,Traffic
8065774615,66569,12/12/2023 11:10,12/12/2023 11:35,25,4.95,Significantly Delayed,Traffic
1816814476,42751,11/4/2024 14:02,11/4/2024 14:05,3,0.55,On Time,Traffic
5278014717,87933,4/15/2024 3:59,4/15/2024 4:04,5,4.94,On Time,Traffic
4265447949,34338,8/16/2024 2:36,8/16/2024 3:01,25,4,Significantly Delayed,Traffic
6752221435,71642,2/10/2024 16:10,2/10/2024 16:14,4,0.55,On Time,Traffic
8943989258,43725,12/10/2023 11:17,12/10/2023 11:20,3,0.8,On Time,Traffic
4068367936,95706,9/21/2024 2:09,9/21/2024 2:08,-1,3.56,On Time,
5735156904,89407,4/1/2023 16:40,4/1/2023 16:53,13,4.91,Slightly Delayed,Traffic
2405929115,83049,9/9/2024 9:19,9/9/2024 9:42,23,2.23,Significantly Delayed,Traffic
7913167260,69504,4/19/2023 1:10,4/19/2023 1:39,29,3.92,Significantly Delayed,Traffic
1989751369,1261,5/18/2023 23:10,5/18/2023 23:22,12,2.92,Slightly Delayed,Traffic
7338050095,68204,10/15/2024 3:19,10/15/2024 3:17,-2,2.31,On Time,
9950986048,46130,9/9/2023 8:50,9/9/2023 8:53,3,3.9,On Time,Traffic
5098703807,46866,6/10/2024 2:13,6/10/2024 2:11,-2,4.46,On Time,
6937485392,42361,5/23/2023 22:57,5/23/2023 23:05,8,4.79,Slightly Delayed,Traffic
1266440097,43520,1/1/2024 3:47,1/1/2024 3:42,-5,4.01,On Time,
7415490509,48639,7/8/2023 14:15,7/8/2023 14:14,-1,4.12,On Time,
7284991749,4135,12/10/2023 9:47,12/10/2023 9:46,-1,2.92,On Time,
4645792703,36301,12/4/2023 23:23,12/4/2023 23:18,-5,2.04,On Time,
3174938939,50364,3/27/2023 6:25,3/27/2023 6:25,0,3.76,On Time,
1752712049,67307,8/31/2024 16:13,8/31/2024 16:25,12,4.33,Slightly Delayed,Traffic
8187201830,55955,4/30/2024 4:43,4/30/2024 4:39,-4,4.44,On Time,
6900896329,97185,2/1/2024 2:39,2/1/2024 2:41,2,2.14,On Time,Traffic
3793977529,52853,9/2/2023 19:22,9/2/2023 19:22,0,4.5,On Time,
194459698,66295,6/15/2023 15:59,6/15/2023 15:58,-1,1.01,On Time,
9330447952,8867,3/30/2024 18:40,3/30/2024 18:45,5,3.13,On Time,Traffic
2097372277,42338,1/25/2024 5:00,1/25/2024 4:56,-4,0.71,On Time,
7060954153,21872,11/1/2023 21:12,11/1/2023 21:07,-5,1.89,On Time,
2921310646,45581,7/8/2024 14:42,7/8/2024 14:42,0,4.35,On Time,
3983082555,75005,6/5/2023 6:14,6/5/2023 6:36,22,2.56,Significantly Delayed,Traffic
4867298468,88574,4/23/2024 9:51,4/23/2024 9:55,4,1.6,On Time,Traffic
3402631472,82219,5/3/2024 21:43,5/3/2024 21:43,0,4.47,On Time,
1648146562,49114,5/14/2023 23:26,5/14/2023 23:23,-3,3.06,On Time,
5907766010,85975,10/7/2024 14:22,10/7/2024 14:33,11,4.11,Slightly Delayed,Traffic
9233577456,29353,12/30/2023 4:14,12/30/2023 4:13,-1,4.29,On Time,
4084808075,65980,10/11/2024 17:56,10/11/2024 17:54,-2,0.66,On Time,
7217049550,56744,7/11/2024 9:45,7/11/2024 10:09,24,2.87,Significantly Delayed,Traffic
1831943568,31014,5/23/2024 17:34,5/23/2024 17:39,5,1.86,On Time,Traffic
8707473624,54941,12/20/2023 8:46,12/20/2023 8:43,-3,4.9,On Time,
7075868285,69398,3/1/2024 6:16,3/1/2024 6:20,4,3.48,On Time,Traffic
5164162918,69542,11/18/2023 15:16,11/18/2023 15:15,-1,3.51,On Time,
2175298644,37111,5/11/2024 5:30,5/11/2024 5:28,-2,2.91,On Time,
5882568464,93909,4/13/2023 8:39,4/13/2023 8:37,-2,2.42,On Time,
7847708619,9898,10/23/2023 1:17,10/23/2023 1:18,1,2.54,On Time,Traffic
6366048116,82257,8/5/2024 9:08,8/5/2024 9:06,-2,2.19,On Time,
4926287333,94821,8/8/2023 2:59,8/8/2023 3:00,1,2.68,On Time,Traffic
5532838325,57010,7/24/2024 23:40,7/24/2024 23:37,-3,3.85,On Time,
2567996236,61790,10/31/2023 8:21,10/31/2023 8:20,-1,1,On Time,
2655613624,94896,6/26/2024 13:33,6/26/2024 14:02,29,1.78,Significantly Delayed,Traffic
7706089549,35200,10/8/2023 4:24,10/8/2023 4:24,0,3.96,On Time,
8257370396,11969,12/24/2023 8:26,12/24/2023 8:42,16,1.33,Significantly Delayed,Traffic
8623808984,79827,4/13/2024 5:49,4/13/2024 5:55,6,3.27,Slightly Delayed,Traffic
7579506101,80056,4/6/2023 1:28,4/6/2023 1:25,-3,2.05,On Time,
8861024199,53729,11/29/2023 6:03,11/29/2023 5:59,-4,0.54,On Time,
7666131311,35447,5/1/2023 15:57,5/1/2023 16:02,5,4.09,On Time,Traffic
103589925,83678,5/17/2024 23:42,5/17/2024 23:52,10,1.05,Slightly Delayed,Traffic
7346858138,83804,11/22/2023 16:58,11/22/2023 16:55,-3,1.78,On Time,
4963962664,10652,9/28/2023 12:02,9/28/2023 11:58,-4,4.59,On Time,
9069936094,80189,6/23/2024 13:08,6/23/2024 13:31,23,3.6,Significantly Delayed,Traffic
4665363191,15760,10/13/2024 20:05,10/13/2024 20:11,6,1.61,Slightly Delayed,Traffic
888510905,21909,6/27/2024 18:18,6/27/2024 18:30,12,1.18,Slightly Delayed,Traffic
6876091286,77863,10/5/2024 0:38,10/5/2024 0:36,-2,1.57,On Time,
2592923105,23178,4/23/2023 0:14,4/23/2023 0:37,23,4.84,Significantly Delayed,Traffic
2468550508,24846,8/21/2024 14:03,8/21/2024 14:06,3,3.31,On Time,Traffic
5302956276,6274,1/22/2024 22:52,1/22/2024 22:52,0,3.16,On Time,
9409714182,4084,5/25/2023 5:29,5/25/2023 5:41,12,0.86,Slightly Delayed,Traffic
1446221570,213,9/26/2024 10:13,9/26/2024 10:12,-1,1.43,On Time,
8250036360,65016,6/21/2024 14:20,6/21/2024 14:21,1,4.62,On Time,Traffic
447464341,85334,3/3/2024 13:06,3/3/2024 13:13,7,4.08,Slightly Delayed,Traffic
15642223,43306,11/6/2023 21:24,11/6/2023 21:27,3,1.44,On Time,Traffic
3285378238,8991,8/15/2024 5:41,8/15/2024 5:56,15,1.46,Slightly Delayed,Traffic
2356483296,38401,7/25/2023 17:24,7/25/2023 17:32,8,3.25,Slightly Delayed,Traffic
3382911339,84662,12/12/2023 14:53,12/12/2023 14:52,-1,4.92,On Time,
3690872026,56377,7/9/2023 8:21,7/9/2023 8:26,5,3.81,On Time,Traffic
6755367585,56444,9/3/2024 19:00,9/3/2024 18:57,-3,4.56,On Time,
6835850079,92568,8/13/2023 23:06,8/13/2023 23:09,3,3.44,On Time,Traffic
9345418784,24395,2/22/2024 10:23,2/22/2024 10:27,4,4.58,On Time,Traffic
7185243614,27663,1/10/2024 19:20,1/10/2024 19:22,2,2.47,On Time,Traffic
2319044818,66486,4/6/2024 20:45,4/6/2024 20:41,-4,1.98,On Time,
931834374,48992,9/30/2024 13:11,9/30/2024 13:11,0,1.72,On Time,
8485398781,70167,4/20/2024 19:17,4/20/2024 19:17,0,0.62,On Time,
9806464912,89278,8/21/2024 12:19,8/21/2024 12:33,14,4.41,Slightly Delayed,Traffic
8214365128,68269,7/10/2024 18:18,7/10/2024 18:14,-4,2.87,On Time,
137089318,32581,5/23/2024 15:53,5/23/2024 15:48,-5,3.62,On Time,
7615602420,91821,5/30/2024 9:32,5/30/2024 9:37,5,2.32,On Time,Traffic
3995348964,62259,6/3/2024 16:34,6/3/2024 16:38,4,4.1,On Time,Traffic
3816542830,38895,8/18/2023 15:04,8/18/2023 15:00,-4,1.05,On Time,
9665004924,98396,7/29/2023 15:48,7/29/2023 15:47,-1,3.11,On Time,
1728547597,80933,6/9/2024 8:04,6/9/2024 8:23,19,2.16,Significantly Delayed,Traffic
5311190131,30345,3/4/2024 1:01,3/4/2024 1:02,1,2.18,On Time,Traffic
9581592141,70962,1/22/2024 23:30,1/22/2024 23:30,0,1.44,On Time,
4848863693,56307,9/12/2024 4:54,9/12/2024 4:51,-3,3.47,On Time,
6374883107,32067,8/19/2023 8:20,8/19/2023 8:41,21,4.8,Significantly Delayed,Traffic
